		Hypernetwork testing function

Reading organism data at epoch: 913
Training performance registered at file: 1
Training performance evaluated: 1
Vector	           Input	Desired	Output 	Error
No.   	          Vector	Vector 	Vector 	     
------	          ------	-------	-------	--------
1	      1000011011	100	100	0
2	      0011101010	001	001	0
3	      1010111100	101	101	0
4	      1000110011	101	101	0
5	      1101110010	111	111	0
6	      0000101101	001	001	0
7	      0010000010	000	000	0
8	      0000011101	000	000	0
9	      0001100101	001	001	0
10	      1110010100	110	110	0
11	      0101110110	011	011	0
12	      1101100110	111	111	0
13	      1110110100	111	111	0
14	      1011010000	100	100	0
15	      1111010001	110	110	0
16	      0111110010	011	011	0
17	      0101001101	010	010	0
18	      0011010100	000	000	0
19	      1010011110	100	100	0
20	      1001000001	100	100	0
21	      1000010001	100	100	0
22	      1111110000	111	111	0
23	      0100100101	011	011	0
24	      0110100000	011	011	0
25	      1111110100	111	111	0
26	      0000010011	000	000	0
27	      0111001000	010	010	0
28	      1001001110	100	100	0
29	      1010100010	101	101	0
30	      0010011110	000	000	0
31	      1011001100	100	100	0
32	      1001010001	100	100	0
33	      1011100000	101	101	0
34	      1100110011	111	111	0
35	      0010111100	001	001	0
36	      1010110011	101	101	0
37	      1000001010	100	100	0
38	      1011010110	100	100	0
39	      0000111110	001	001	0
40	      0001000110	000	000	0
41	      1101101001	111	111	0
42	      0111010001	010	010	0
43	      1110000110	110	110	0
44	      0010111011	001	001	0
45	      1010001101	100	100	0
46	      1000010101	100	100	0
47	      1001001011	100	100	0
48	      0110100010	011	011	0
49	      1100010010	110	110	0
50	      1100001110	110	110	0
51	      1001000000	100	100	0
52	      1001011100	100	100	0
53	      0001110011	001	001	0
54	      0011011100	000	000	0
55	      0100110000	011	011	0
56	      1000101010	101	101	0
57	      0110000001	010	010	0
58	      0000001001	000	000	0
59	      0101101000	011	011	0
60	      1100101100	111	111	0
61	      0001010101	000	000	0
62	      1101001011	110	110	0
63	      1101000010	110	110	0
64	      0110011100	010	010	0
65	      1011100110	101	101	0
66	      1010010010	100	100	0
67	      0110100011	011	011	0
68	      0111010111	010	010	0
69	      0011001101	000	000	0
70	      0011100001	001	001	0
71	      1101000100	110	110	0
72	      0100101000	011	011	0
73	      1100000110	110	110	0
74	      1011110010	101	101	0
75	      1011000011	100	100	0
76	      1010010111	100	100	0
77	      1110010110	110	110	0
78	      0011110001	001	001	0
79	      0101101011	011	011	0
80	      0111101110	011	011	0
81	      1011111000	101	101	0
