716 10 3
0110000010	010
1111000010	110
1100101111	111
1111111111	111
1010101110	101
0001000111	000
1110000110	110
0000011101	000
0101010011	010
0011101100	001
0000010101	000
1101000000	110
1110100000	111
1100011011	110
1110000010	110
1000011011	100
1011110000	101
0011101011	001
0011010000	000
1001000000	100
1000110101	101
0101101111	011
0110001101	010
1011010110	100
0110101100	011
1001110010	101
0101100100	011
1101001001	110
1010001011	100
0011100100	001
1011011111	100
0101111001	011
0100010001	010
0101111010	011
1000111011	101
1110111101	111
0010001100	000
1100011000	110
1000011101	100
0001111101	001
1001111100	101
1001000011	100
0011000111	000
0110001100	010
1111110011	111
0100101000	011
1110110011	111
0101101011	011
0111001101	010
1100111010	111
1110010010	110
1011100111	101
1010100001	101
1000100010	101
1011110101	101
1011001100	100
0001111000	001
1000011001	100
0010101000	001
0001110000	001
0101000001	010
0000100110	001
0101100101	011
1011111110	101
1111001100	110
1100001001	110
0110010001	010
1111101011	111
0100110100	011
1011000010	100
0001000100	000
0101100001	011
1001001111	100
0000111100	001
1011111100	101
1000010110	100
1000101011	101
0000010011	000
1011010111	100
0110111000	011
0100111111	011
0100001111	010
1100111110	111
1111100010	111
1100011101	110
0111100010	011
0001100011	001
0011001110	000
1000100111	101
1110100111	111
0000010000	000
1000110111	101
1111100011	111
1000101101	101
1011110010	101
1010000111	100
0000000111	000
0010001011	000
1110011010	110
1011001010	100
0111010100	010
0101101010	011
1110000001	110
1101100100	111
0110100101	011
0010011111	000
0111111010	011
0100101010	011
1000010111	100
0000010111	000
0011111111	001
0111000111	010
0001011111	000
0111111101	011
0101100111	011
0100110010	011
0011100000	001
0001000011	000
0010110100	001
0011100010	001
1110000101	110
0000001001	000
1001011100	100
1001100011	101
0100100001	011
1101111111	111
1111010011	110
0010011010	000
0010111001	001
1111011101	110
1011110100	101
0000111101	001
0001111011	001
1011000111	100
1100111100	111
0010011001	000
1100010000	110
0010000000	000
1011000001	100
1110110100	111
1001011110	100
0000111010	001
0101110100	011
1001001011	100
1110100110	111
0111010010	010
1001000001	100
0000000011	000
0000100011	001
1000111001	101
1001000110	100
1001000010	100
1011100011	101
1001111101	101
0000011110	000
0110111110	011
1110110110	111
0010001000	000
1010010101	100
1100100110	111
0001111111	001
1111100101	111
0111011111	010
0100100101	011
1001011000	100
0000100100	001
1010001000	100
0000101110	001
1001101110	101
0111110110	011
1100000010	110
1000010000	100
1101110110	111
1001011101	100
1100001000	110
1011001011	100
1001010110	100
0110011111	010
0000100010	001
0010100010	001
0001010100	000
1111011011	110
0101000110	010
0100100010	011
1000110011	101
0011011111	000
0100011000	010
1000110010	101
1010100111	101
0111011010	010
1000100100	101
1000000000	100
0000110101	001
1111000011	110
0110000110	010
1101000011	110
0111110100	011
0000110011	001
0010010001	000
1000011110	100
1011100101	101
0100100000	011
0101001110	010
0111100011	011
1011110001	101
0101000100	010
0110101011	011
1100001111	110
0101111100	011
0110000000	010
0111011110	010
1110001101	110
0001101001	001
0101010010	010
1010111111	101
1010010010	100
1001100001	101
0100000010	010
1111011110	110
1100010111	110
1010010100	100
1111000000	110
1101101100	111
0111100001	011
1101101111	111
1010110110	101
1001001100	100
1001011001	100
0110010111	010
0101000011	010
0001000001	000
1110111100	111
1100111111	111
0100010010	010
0001000000	000
0100110001	011
0110111100	011
1110011110	110
1110010111	110
1110010011	110
0101110011	011
1010001001	100
0111011011	010
1100010100	110
1101101010	111
0110110001	011
1001001101	100
0100011110	010
0011001000	000
1001001010	100
1000001100	100
1000001010	100
0001111100	001
1010011100	100
1011101101	101
0110001110	010
0100110110	011
0101110111	011
1011001110	100
1010101000	101
1010011111	100
0101010001	010
1000100110	101
1111100001	111
0010110000	001
0010011100	000
1010100101	101
0101001001	010
0100010100	010
1000011100	100
1010011001	100
1001110011	101
1111001000	110
0000101010	001
0110010011	010
1101100110	111
1000110110	101
0110100000	011
0101101101	011
1010010011	100
1010001111	100
1100110010	111
0110111001	011
0001000010	000
0101011100	010
1011011010	100
1100011001	110
0000110100	001
1111001111	110
0100111010	011
0110100011	011
1001110111	101
1000100000	101
1100010010	110
0100111101	011
0110100001	011
0100001000	010
1111101101	111
0101110001	011
1100101101	111
0001011001	000
1101110001	111
0111001001	010
0110111010	011
0111111011	011
1000000011	100
1101110111	111
1111011111	110
1010110111	101
1111100100	111
1000010001	100
1111100111	111
1000011000	100
0010100100	001
0000101011	001
1111111000	111
1001100000	101
1100000110	110
1010000001	100
0001101100	001
0000101101	001
0111111111	011
1011101110	101
1100100001	111
1000111110	101
0010011101	000
1101110000	111
0100101011	011
0011111011	001
1110101001	111
0101000010	010
0111011001	010
0100001011	010
1000000100	100
1101010001	110
0001110010	001
1110011011	110
0110010101	010
0011101111	001
1000101000	101
0101000111	010
0010001010	000
0100111110	011
0101001100	010
0110000011	010
0001100101	001
1110111010	111
1011111111	101
1111001011	110
0111100101	011
1110010000	110
0011010011	000
1101111100	111
1111111010	111
1011010011	100
1100010110	110
0100010000	010
1111110110	111
0100110000	011
0000001110	000
1000010101	100
1100000011	110
0001010110	000
1010110010	101
0000001100	000
1101000110	110
0001101110	001
1111110111	111
1100000101	110
0011110010	001
1111010101	110
1000111111	101
0100011011	010
0111001000	010
1001011011	100
1100100010	111
1001100010	101
0110110101	011
0101001111	010
1000101111	101
0010101100	001
0110000101	010
1001111000	101
0001001001	000
1101001100	110
0000011100	000
1001110110	101
1100100101	111
1110010100	110
1011010101	100
0100110111	011
1001001000	100
1001000101	100
1110001001	110
0000010010	000
1111100000	111
0011000000	000
0010001110	000
0101100011	011
1000010100	100
0000110001	001
1110111011	111
0101001000	010
1111110101	111
0001100111	001
1000101010	101
0011011011	000
0101111011	011
1101101000	111
1101011100	110
0001111001	001
0001010011	000
1011010010	100
0001011100	000
0010010100	000
0111100111	011
0110001001	010
1110110101	111
0100001110	010
1101111010	111
0000111011	001
0101110101	011
0111001100	010
1101010011	110
0011001101	000
0111000001	010
1101010101	110
0010101110	001
0001010000	000
0001100001	001
0101011111	010
1010110011	101
0110101000	011
0001101111	001
0010101111	001
0010001111	000
1101110011	111
0000000110	000
1000011111	100
0000011011	000
0011011000	000
0111001011	010
0011101000	001
1100000100	110
0111001110	010
0000110110	001
0010100000	001
1010111010	101
1100101010	111
1110100100	111
1010000101	100
0001001100	000
1100011111	110
0110011001	010
0011010101	000
0011011101	000
1010100000	101
0010110101	001
1011101010	101
1110011001	110
0111010000	010
1010101010	101
0010110010	001
0010000111	000
0001110111	001
1011010001	100
0101010110	010
0100001010	010
1000001011	100
0101111000	011
0011101010	001
1001111011	101
0101011000	010
0101101001	011
1011011011	100
1010111100	101
0111100000	011
0100100111	011
1011011100	100
1010011101	100
1001101111	101
0101001011	010
1111010110	110
1101111000	111
1011110011	101
0111100100	011
1100001110	110
0000101001	001
1000110100	101
0111101011	011
1110100011	111
0111101010	011
0010111010	001
1100101001	111
1110010110	110
0011001111	000
0010100110	001
0111101001	011
0001100000	001
0100111001	011
0101111101	011
0100010101	010
0100100100	011
0000101100	001
0010010101	000
1011110111	101
0101001010	010
1101010110	110
1011000000	100
0100101001	011
0011100110	001
1100111001	111
1101001111	110
1010010001	100
0010100011	001
0001101011	001
1110101011	111
0001111110	001
1111010000	110
0111000011	010
1101000010	110
0010001001	000
1010100100	101
0001011010	000
0011011001	000
1011001101	100
1101101101	111
0111111100	011
0110110000	011
0110011010	010
0010111000	001
1111000100	110
0110110110	011
0100100110	011
1010000000	100
1110111001	111
1111000001	110
0111110101	011
0110001000	010
1011100110	101
0100001100	010
1101011000	110
1010111110	101
1101010100	110
0110001011	010
1100110000	111
0001001111	000
1000101110	101
0011001100	000
0001010101	000
1001101010	101
0001110011	001
1000001111	100
1011001111	100
1001101001	101
1101011001	110
0100111000	011
1000100011	101
1101100000	111
0100001001	010
0100000111	010
1101101001	111
1110111110	111
1000110000	101
0000000010	000
0101101000	011
1001011111	100
0001011110	000
0010011110	000
1101110100	111
0001010010	000
1010010110	100
0110100010	011
1011011110	100
0011111110	001
0110111011	011
1001111001	101
1011011000	100
1001100111	101
1011110110	101
1101111001	111
0100111100	011
1111100110	111
0010100101	001
1110001000	110
1011011101	100
0011001010	000
1001010011	100
0100001101	010
0110000100	010
0011011110	000
1110101110	111
1100001010	110
0111011100	010
1010000100	100
1001010010	100
0011110110	001
0101110000	011
1000000010	100
1110101000	111
1100100100	111
0000111111	001
1010010000	100
1010100010	101
0111111000	011
1010100110	101
1010010111	100
1101001011	110
0001001101	000
1101100101	111
1110010101	110
0110111101	011
0000000101	000
1001100100	101
0011110111	001
1110000100	110
0101011101	010
1001110101	101
0010100001	001
0000001000	000
0000100000	001
0011100111	001
0011110000	001
1000010011	100
0000101000	001
1000000101	100
1011010100	100
0011110011	001
0111111110	011
1110001110	110
1111111100	111
0011111100	001
1011111011	101
0101001101	010
1010110000	101
0010000110	000
1111110000	111
0111000101	010
1101111011	111
1100110111	111
1100110001	111
1100000000	110
1110001111	110
1001001001	100
1110011000	110
0100000011	010
1000010010	100
0110010010	010
1100011110	110
1001010100	100
0111010101	010
0110011011	010
0011110001	001
1001101101	101
1100101100	111
0011101101	001
0100101110	011
1101110101	111
0011010100	000
1001111111	101
1101100010	111
0101011001	010
1001110100	101
0101110110	011
0011100001	001
0011010001	000
0111010111	010
1001010111	100
1010101100	101
1101010000	110
1101101011	111
0010101011	001
0111010110	010
0000111001	001
0001000101	000
1001110000	101
0100011010	010
1111101000	111
0010000001	000
1101000111	110
1101111110	111
0010110110	001
1010110100	101
0010111100	001
0101011010	010
1111101001	111
1110100010	111
0110010110	010
0101100000	011
1101001000	110
1001100101	101
0111100110	011
0100000100	010
0010110111	001
1100111000	111
1010110101	101
1101011111	110
1011001000	100
0011001001	000
0010011011	000
1101000100	110
0100000001	010
0000000100	000
1011001001	100
0001001010	000
0100011101	010
0010111011	001
1101001101	110
1010011000	100
1010000110	100
1100001101	110
0000010001	000
1111110010	111
0111101111	011
0010000010	000
1001010101	100
