683
1
1	1	2	1	1	01111100000101	10010010000010	01110001101001	0	1
1	2	2	1	2	10001100100011	11001111011000	01110111100100	0	0
1	3	2	1	3	10111001111111	00001000110001	10011101111010	0	0
1	4	2	1	4	01100000101011	00100111000001	10010011001010	0	0
1	5	3	2	1	00010110001110	10110101101000	01110110100000	0	0
1	6	1	2	2	11001111101011	00000000000000	00010110110110	0	0
1	7	3	2	3	00111111010000	00100001110100	01010101110111	0	1
1	8	1	2	4	00100001110100	10000000000000	11001011000010	0	0
1	9	2	3	1	10111001010010	00010010100110	11001111001101	0	0
1	10	2	3	2	00111000010111	00101001111010	10110000100111	0	0
1	11	1	3	3	10010110100011	01000000000000	10001000110001	0	0
1	12	2	3	4	01101001000000	01010100110000	11001001111011	0	1
1	13	2	4	1	01111101011110	11110000011000	11001001000001	0	0
1	14	1	4	2	10010110100101	11000000000000	00101011010010	0	0
1	15	2	4	3	11111100010001	01100111000110	01011000110110	0	1
1	16	2	4	4	10010111100011	01111001101110	10001010011011	0	0
1	17	2	5	1	11110100100001	01110101011101	10101100100101	0	0
1	18	3	5	2	10011100010011	01011010010101	11101000100110	0	0
1	19	3	5	3	11110101101011	01110101000111	00110111100010	0	0
1	20	2	5	4	00011001100000	01010001100101	01110100010000	0	0
2	1	3	1	1	01110100100001	11101000001111	11101000000010	0	0
2	2	2	1	2	11111000000010	00111001101011	11111011100101	0	0
2	3	3	1	3	10001110100100	00001001110111	10000011111000	0	1
2	4	1	1	4	10110010110111	00000000000000	01010101010101	0	1
2	5	3	2	1	01100010111000	11001010011011	11010110111000	0	1
2	6	1	2	2	01101100011011	10000000000000	00011010010011	0	0
2	7	1	2	3	11100111100011	01000000000000	11101000010111	0	0
2	8	2	2	4	11010001101111	01101001101000	00010110111100	0	0
2	9	2	3	1	00110011000011	01011101101011	11110101100011	0	0
2	10	2	3	2	11000101001111	01011011001100	10001010011010	0	0
2	11	3	3	3	10111001011011	01100000101000	10010011000100	0	1
2	12	2	3	4	10100110110101	11010110101110	01100010110011	0	0
2	13	2	4	1	00100100111111	01010010000001	00001111101000	0	0
2	14	2	4	2	11101111010110	11010101000011	00100011010110	0	0
2	15	2	4	3	00001000111101	00010111001110	00111010100110	0	0
2	16	1	4	4	11111011110110	11000000000000	11111001101011	0	0
2	17	2	5	1	10011011001001	11011001111101	00110110111010	0	0
2	18	2	5	2	10111110001010	10110000100111	10010010111000	0	0
2	19	2	5	3	01111001000010	11110111101010	11010110101001	0	0
2	20	2	5	4	10010111110010	10000110110101	01101000001010	0	0
3	1	1	1	1	11100000101011	00000000000000	11011001000101	0	0
3	2	2	1	2	00000101110000	10101000011000	10110011011000	0	1
3	3	2	1	3	00111110100000	01010111101111	11010010110011	0	0
3	4	3	1	4	10110000110100	00101001001111	11111110001110	0	0
3	5	2	2	1	00001000110101	01101000000100	10011100010010	0	1
3	6	1	2	2	11110000110101	10000000000000	01000101101100	0	0
3	7	2	2	3	11000100010010	11010101111001	11000111001001	0	0
3	8	3	2	4	10100001011100	00110010010000	11100110000111	0	0
3	9	3	3	1	00110010000101	01001100010011	01011001000001	0	0
3	10	2	3	2	00100010010110	00011111000010	11001001111011	0	0
3	11	1	3	3	01100101111110	01000000000000	10111111110111	0	0
3	12	2	3	4	00011001111110	11011100000101	11011010100110	0	0
3	13	2	4	1	11001011110001	11011001000000	11101110100011	0	0
3	14	1	4	2	01100101101100	11000000000000	01010101011101	0	0
3	15	2	4	3	01111001101000	00101010101011	10110101101011	0	0
3	16	2	4	4	00001001110111	10000111000001	10011111111101	0	1
3	17	2	5	1	01001110110101	01010110100101	01011100100011	0	0
3	18	2	5	2	10001111111001	00010010101110	00000110010011	0	0
3	19	2	5	3	10110011111110	00111110111100	00110101100010	0	1
3	20	3	5	4	00110101011101	00101110011000	11110011001011	0	0
4	1	2	1	1	01101001000110	11011111001101	00101111001100	0	0
4	2	1	1	2	10010110000100	00000000000000	00110011010010	0	0
4	3	1	1	3	01001001110100	10000000000000	11001000011101	0	0
4	4	2	1	4	10111011101011	00001100101011	11010100011001	0	0
4	5	3	2	1	10011000100101	00011111100100	11101011110110	0	0
4	6	2	2	2	10000110110001	00010010001111	11011001010100	0	0
4	7	2	2	3	11111110101110	01101111101001	01010101110001	0	0
4	8	3	2	4	01010000100100	01011110101011	11011111001011	0	1
4	9	2	3	1	01100011111010	10111010101011	11110001111101	0	0
4	10	2	3	2	01001011001000	10100010011000	11100101100101	0	0
4	11	2	3	3	01100010010111	10010101010100	10111000110010	0	1
4	12	2	3	4	10101101110111	11001101110110	00010000111111	0	0
4	13	2	4	1	01010001100111	11000010100001	01000011110100	0	0
4	14	3	4	2	10010010111011	11100000101110	11110111100001	0	0
4	15	1	4	3	01100110010110	01000000000000	01110101001101	0	0
4	16	2	4	4	11010101000100	11101010111000	00001111010000	0	0
4	17	3	5	1	10010100001111	10110000111111	10111111011001	0	1
4	18	2	5	2	11011110101101	10111101000111	00100100001000	0	0
4	19	1	5	3	11001001010000	11000000000000	10111000110001	0	1
4	20	2	5	4	01010110110100	10010111100000	10111100011001	0	0
5	1	2	1	1	01011101001000	01110111000010	11001000100010	0	0
5	2	2	1	2	11001101011100	11001110110110	11110011010101	0	1
5	3	3	1	3	10100011011000	11010011110111	11011000011101	0	0
5	4	2	1	4	11000000111110	11110001100100	00100100010110	0	0
5	5	2	2	1	00011101011011	10010111001100	11001010000010	0	0
5	6	2	2	2	01110010010111	01010011010001	11110000100011	0	0
5	7	3	2	3	10110000110100	10100011010100	00111110001110	0	0
5	8	2	2	4	01100010010000	01101100001001	00101100000001	0	0
5	9	2	3	1	10010110001001	10111000111000	01000001111111	0	0
5	10	2	3	2	11001101011010	11011001110001	01001110011101	0	0
5	11	1	3	3	00111110110100	00000000000000	10110011011101	0	0
5	12	3	3	4	10001001010001	00011001000100	00010100100111	0	0
5	13	3	4	1	11101010100010	01001110001111	11001110100001	0	0
5	14	1	4	2	01111111111010	10000000000000	10111100100010	0	0
5	15	2	4	3	11101111000100	10110101011110	10100101111000	0	0
5	16	2	4	4	00111010000000	10101110100101	00010110101100	0	1
5	17	1	5	1	11111011101110	01000000000000	00111101011011	0	0
5	18	1	5	2	11001101011010	11000000000000	01001110011011	0	0
5	19	2	5	3	10100001110001	00100101110000	01010000001001	0	1
5	20	2	5	4	11101000101110	01011000101000	11010000111000	0	1
6	1	3	1	1	10111111001100	11011100101001	11101000111110	0	0
6	2	2	1	2	10011011000011	01100101001110	10110011011110	0	0
6	3	1	1	3	00110000100100	10010100111111	00000110010111	0	0
6	4	3	1	4	01110100011101	11100100101010	10101101010111	0	0
6	5	1	2	1	00110010110001	00110011011000	11000110000111	0	1
6	6	2	2	2	01000111101111	11000001100101	10001111011100	0	0
6	7	3	2	3	01001011111001	11100000010001	10100111110010	0	0
6	8	2	2	4	01000100101111	11010110010000	10001111011010	0	0
6	9	2	3	1	11010110111111	10000101100010	01011110010011	0	0
6	10	2	3	2	10111110100100	10010111110001	10100010000100	0	0
6	11	2	3	3	01000100110110	11001111011011	10010000001111	0	0
6	12	2	3	4	01110001101010	01101101011011	01001001111100	0	1
6	13	3	4	1	11110011101011	10110110001101	00100111100100	0	0
6	14	2	4	2	11011101110011	00011001100001	11110100100110	0	0
6	15	2	4	3	10110010111101	00001111101111	00011011100101	0	0
6	16	1	4	4	00101101001101	10001100011000	01101111001110	0	0
6	17	2	5	1	10011011010011	00111010101100	01100100001111	0	1
6	18	1	5	2	11001001001100	01011001100011	00111011010001	0	0
6	19	2	5	3	01000101111111	00001100110111	01011110111000	0	0
6	20	2	5	4	00011011110000	00001111011000	01011001010100	0	1
7	1	2	1	1	10110100011011	00110111101010	00011111010110	0	0
7	2	3	1	2	01101100101010	11101011001001	00010100001111	0	0
7	3	2	1	3	01110101100111	01001100010011	11001010001010	0	0
7	4	3	1	4	11011101101100	00001101100001	00011010001001	0	1
7	5	1	2	1	10001000101000	00010100010010	01110011111000	0	0
7	6	2	2	2	00010001001110	10010000010111	11111001101101	0	1
7	7	3	2	3	10101101011101	11001100111111	10011000001111	0	0
7	8	1	2	4	10110000110111	11111000100010	11111010010001	0	0
7	9	2	3	1	11001111100111	00001111111000	01101100000001	0	0
7	10	2	3	2	01011110011101	10010001100001	10011110111111	0	1
7	11	2	3	3	10001001111010	01110000101000	10100100001110	0	1
7	12	2	3	4	01110000001010	10010010010101	00111100100111	0	0
7	13	2	4	1	11011010011010	00111111000111	11011010010110	0	0
7	14	2	4	2	01110001011001	01001011010111	00011101010010	0	0
7	15	1	4	3	10100110000011	10111011111111	00101101110010	0	0
7	16	2	4	4	10000001011100	00101100110101	01100011010110	0	0
7	17	2	5	1	00100001000111	01101000110001	01011100101011	0	0
7	18	3	5	2	11001110001001	10001100001110	10000000101110	0	0
7	19	1	5	3	01111001010001	10100110110001	00000110101010	0	0
7	20	2	5	4	10100111111010	10000001110110	10110111001011	0	0
8	1	3	1	1	00001111011101	01000101101010	00110101010110	0	1
8	2	3	1	2	01011001010110	01011100011101	11000001001101	0	0
8	3	1	1	3	01100110010111	10000000001011	11011011100111	0	0
8	4	2	1	4	10100010101111	11101110110010	11010011101101	0	0
8	5	2	2	1	00110100100100	10000101101111	10001010010110	0	1
8	6	2	2	2	01101010010101	01100111000100	00111111001111	0	0
8	7	1	2	3	01010011100000	00011101011001	01011011111111	0	0
8	8	2	2	4	00010111110101	11101001010111	01101010111101	0	0
8	9	1	3	1	10011011111011	01011111001000	11000000110110	0	0
8	10	3	3	2	10000011101101	10111110111000	11000100110100	0	0
8	11	2	3	3	00101001011010	11100001100010	00000110111100	0	0
8	12	2	3	4	11011011111100	00100001000101	10010001101101	0	0
8	13	2	4	1	11111011001101	00000111111111	00101100010100	0	0
8	14	2	4	2	00111001010101	00010001101000	01110011111110	0	1
8	15	2	4	3	00010111001011	01111110111010	10010111110111	0	0
8	16	2	4	4	10000110011000	10001001010110	10010010101101	0	0
8	17	1	5	1	00111111000110	10100000111100	10001110101101	0	1
8	18	2	5	2	00111010101010	10000010000010	01110101000100	0	0
8	19	2	5	3	10010011001001	11010101111101	00010111101100	0	0
8	20	3	5	4	01000000000111	01010010001011	11110000001101	0	0
9	1	3	1	1	00101101010111	00010101100100	00111100011100	0	1
9	2	1	1	2	00000000011001	10000000111111	00101011110011	0	0
9	3	2	1	3	10101001001000	01010001011101	10011011111101	0	0
9	4	3	1	4	01111000001001	00100101001000	00010110110001	0	0
9	5	2	2	1	11001111111101	00000110001000	01011100011101	0	0
