60433
0.980363
1	1	1	1	1	11001110101111	00000000000000	11101101100001	0	1
1	2	1	1	2	10100101010100	10000000000000	11010011011110	0	0
1	3	3	1	3	00111101100000	01110000100011	00001011010111	0	0
1	4	3	1	4	10000111011001	10110110100111	00101110001001	0	0
1	5	2	2	1	01101110000010	11110011010010	10000010111110	0	1
1	6	2	2	2	00100010001101	11111001011100	10101100000010	0	0
1	7	2	2	3	11000101100000	01110001101101	10011101111011	0	0
1	8	2	2	4	01111111010011	11011000110101	00100001011011	0	0
1	9	2	3	1	01110001111000	11111100001111	11001100011101	0	0
1	10	2	3	2	11011011101110	10001110101101	01001011011000	0	0
1	11	2	3	3	00001110101111	01011111011100	01110000111001	0	0
1	12	2	3	4	00101010110110	00001110011111	11111011010000	0	0
1	13	2	4	1	00111000000000	01000100000010	00010010011101	0	0
1	14	3	4	2	11110010010101	01110100111000	00100000101111	0	0
1	15	2	4	3	00000011111111	11101100010000	11100011001101	0	0
1	16	2	4	4	00010111101111	00111010100100	11000111101001	0	0
1	17	1	5	1	00100100011010	01000000000000	01111100000100	0	0
1	18	2	5	2	00001001001000	01000111010101	10101000001011	0	1
1	19	3	5	3	11001111110000	01010011111110	11100111011011	0	0
1	20	1	5	4	11101101010110	11000000000000	10001101101100	0	1
2	1	3	1	1	10111010010011	10010111011010	10111001101011	0	0
2	2	2	1	2	11110100111010	11101111010000	01011111000101	0	0
2	3	3	1	3	11011010110111	10011110001100	11111101100001	0	1
2	4	2	1	4	00011110111001	01000110001100	11001011010100	0	0
2	5	2	2	1	11101000001011	00010001011011	01110100000111	0	0
2	6	2	2	2	10110100001111	01010001000011	00110101100010	0	0
2	7	1	2	3	01101100100000	00000000000000	01110011000111	0	0
2	8	1	2	4	00101100110100	10000000000000	10110000011101	0	0
2	9	2	3	1	01111100110111	10001000110010	01010001000110	0	0
2	10	2	3	2	01111101001101	10110011111110	11110000100101	0	0
2	11	2	3	3	10101000010101	00001111000100	00100111101101	0	0
2	12	1	3	4	10011010101000	01000000000000	01100111001000	0	1
2	13	2	4	1	11010111010101	11010100001100	00001000001001	0	0
2	14	1	4	2	10001100001001	11000000000000	11111010101010	0	1
