		Hypernetwork testing function

Reading organism data at epoch: 14187
Training performance registered at file: 1
Training performance evaluated: 1
Vector	           Input	Desired	Output 	Error
No.   	          Vector	Vector 	Vector 	     
------	          ------	-------	-------	--------
1	      0111101111	011101	011101	0
2	      1000000110	100001	100001	0
3	      0101110011	010110	010110	0
4	      0101110100	010111	010111	0
5	      1110000011	111000	111000	0
6	      0110111010	011110	011110	0
7	      0101110110	010111	010111	0
8	      0001001010	000000	000000	0
9	      0100110011	010110	010110	0
10	      0101111010	010110	010110	0
11	      0110110110	011111	011111	0
12	      1001000101	100001	100001	0
13	      0110011000	011010	011010	0
14	      1100001111	110001	110001	0
15	      1001111010	100110	100110	0
16	      1101001100	110001	110001	0
17	      1000001001	100000	100000	0
18	      1100111011	110110	110110	0
19	      0000111010	000110	000110	0
20	      1000000100	100001	100001	0
21	      0001011100	000011	000011	0
22	      0011010000	001010	001010	0
23	      0010001011	001000	001000	0
24	      1110110001	111110	111110	0
25	      0011001101	001001	001001	0
26	      0111111000	011110	011110	0
27	      1101101100	110101	110101	0
28	      1011000101	101001	101001	0
29	      0010001100	001001	001001	0
30	      1010000111	101001	101001	0
31	      1111001001	111000	111000	0
32	      1110110100	111111	111111	0
33	      1101111111	110111	110111	0
34	      1011011010	101010	101010	0
35	      1001001111	100001	100001	0
36	      1110001100	111001	111001	0
37	      1010011000	101010	101010	0
38	      1101011100	110011	110011	0
39	      0101101001	010100	010100	0
40	      1111111001	111110	111110	0
41	      1011111111	101111	101111	0
42	      1010011010	101010	101010	0
43	      1111110110	111111	111111	0
44	      0101100100	010101	010101	0
45	      0010011110	001011	001011	0
46	      0010100101	001101	001101	0
47	      1001111111	100111	100111	0
48	      1100001110	110001	110001	0
49	      0000110001	000110	000110	0
50	      1111001111	111001	111001	0
51	      1101001110	110001	110001	0
52	      0011111011	001110	001110	0
53	      1110010010	111010	111010	0
54	      1000110000	100110	100110	0
55	      0101101000	010100	010100	0
56	      1001010000	100010	100010	0
57	      0011101010	001100	001100	0
58	      1101000110	110001	110001	0
59	      1111111101	111111	111111	0
60	      1111010001	111010	111010	0
61	      1001101001	100100	100100	0
62	      1001000000	100000	100000	0
63	      0000110000	000110	000110	0
64	      0100111110	010111	010111	0
65	      1011011101	101011	101011	0
66	      0011101100	001101	001101	0
67	      1100101110	110101	110101	0
68	      0010010100	001011	001011	0
69	      0101001011	010000	010000	0
70	      1111110100	111111	111111	0
71	      1110001010	111000	111000	0
